message,signature,duration
6493,2916,74212000
5560,2423,90447000
9237,3761,75900000
5330,3679,92519000
8743,622,83839000
4660,7072,69638000
490,6215,64627000
7195,791,82063000
2293,1614,82118000
8966,3753,69764000
4368,2372,77011000
3359,1128,67345000
4192,2548,81322000
2082,6665,80391000
5099,5850,82945000
699,3429,73104000
4674,2355,70753000
9844,646,85125000
2918,2995,69262000
1053,9952,89388000
9437,7327,79488000
9811,3531,86441000
6135,8978,81603000
6276,835,94066000
810,6616,84484000
7005,8756,82093000
8068,8454,79221000
7699,2752,76139000
7593,9524,73747000
7262,1318,69576000
9373,9373,69494000
6780,4388,69820000
6969,5027,69535000
8515,9674,73437000
9546,6027,73325000
4197,7490,68794000
5292,7299,58822000
3673,2967,72901000
6775,2408,72817000
4350,4542,61696000
1507,2259,57075000
5371,5080,81209000
9272,2315,81161000
882,4652,82154000
4595,2364,68123000
2227,8254,53773000
7551,2796,81801000
5792,2276,66352000
9285,4153,57825000
7120,1760,99781000
8732,5498,72658000
4246,9334,80480000
3347,3420,68592000
5761,320,71545000
7805,554,73897000
4716,1884,69958000
9446,8786,77559000
5244,964,78167000
898,8391,74383000
1182,5168,67445000
7167,5691,86651000
7950,2531,70790000
4422,9590,83674000
37,3936,61485000
3665,5794,61721000
1775,3821,88848000
1123,9640,74298000
9163,3367,67306000
7753,7270,77052000
1806,3630,69039000
5801,8393,91360000
5070,991,59181000
3672,8497,72237000
4640,7873,55114000
5742,6254,77116000
3864,4187,75726000
2936,700,62356000
4945,516,73316000
7196,5071,60858000
4481,9455,81111000
7420,4049,75007000
659,2488,72302000
5700,6509,65381000
4418,5138,92841000
5609,2313,67384000
6824,4870,88896000
8868,351,77857000
4060,1416,85854000
9311,8050,117433000
9887,6591,79008000
5788,4839,64227000
961,6600,91910000
7588,3082,65820000
3972,9596,59294000
729,3525,72861000
3540,2788,70900000
5376,7723,83506000
3481,6758,77386000
9384,630,90947000
450,9277,91793000
3335,4518,88530000
915,6081,69332000
230,7117,58999000
2075,6625,62689000
3505,2562,90199000
6989,3984,74959000
7180,2297,64068000
148,3279,68303000
6124,1592,84488000
5115,1628,83528000
6310,2335,83221000
3986,2033,76394000
96,9796,72978000
6633,4033,60386000
6872,7258,67225000
479,4274,95689000
8842,1860,76228000
8,7748,73566000
7008,3740,52175000
4831,6550,61098000
3620,7758,64072000
2099,4621,63029000
6023,6301,82626000
6344,1954,74915000
9383,3956,68847000
5121,5301,71942000
5246,7942,77935000
1211,2198,76382000
5731,3480,78502000
7805,554,66957000
8289,4756,94791000
1404,7100,87362000
3198,6843,79337000
97,1358,63173000
2058,6234,82878000
120,9205,80195000
754,6230,84955000
6028,5956,68468000
1632,4641,76047000
6365,6346,94986000
5036,400,71243000
1994,6717,74966000
6590,9221,82210000
7693,4517,77014000
8338,882,76807000
3878,3038,71803000
2227,8254,54646000
7329,509,64154000
307,5513,82648000
997,7778,83301000
7039,3522,70322000
357,5434,82297000
8776,4675,75075000
9873,8413,82041000
6301,2822,86168000
9938,4465,63717000
6013,8535,80618000
6553,3516,60897000
7896,3894,74789000
8408,5143,58000000
263,9842,71129000
9531,437,78363000
7063,749,75913000
6420,8660,56962000
6826,9639,73420000
4032,4977,93586000
7484,8941,84552000
665,1901,71734000
5486,4292,62580000
4220,219,61167000
9917,7265,85063000
4522,3048,74169000
2640,5555,72011000
3533,5589,87335000
8189,6365,76564000
7629,4830,74620000
5679,5332,71036000
4689,7810,84785000
5147,1352,91416000
868,5328,75598000
8695,4815,94197000
6767,8934,69192000
4616,4061,69954000
6033,337,77172000
7732,7611,70262000
4489,3219,63503000
204,7058,88741000
267,4117,86304000
9985,1461,63002000
8025,5702,68260000
7230,513,75300000
1543,2526,81342000
5311,7124,70877000
3060,6108,58039000
3099,478,90474000
2214,9394,88609000
2605,3162,85079000
8310,5615,58678000
4861,3912,70476000
974,2416,65437000
8955,4654,53711000
9772,5965,87550000
6366,2680,95569000
7052,1417,56557000
252,9007,64156000
7834,2144,89641000
3636,8988,86847000
9327,6031,59867000
6109,3620,50570000
2367,6028,78157000
1950,6088,88375000
3844,1904,89745000
6497,6821,76550000
8285,498,64481000
4598,596,63725000
772,9806,89045000
6440,2454,81456000
7323,557,103872000
8556,5757,74450000
1206,649,77327000
5683,9105,72986000
8255,2402,82917000
5008,2486,77492000
8582,1183,78632000
5112,1126,57984000
3382,3258,82122000
1217,7563,86389000
3739,9503,61335000
3844,1904,87063000
2484,1232,73116000
4844,8639,77947000
7575,9017,61496000
8097,407,59490000
7607,6559,71899000
3367,1015,64577000
3609,6727,75751000
2380,3617,74024000
7405,7713,69103000
7398,7684,80753000
5333,3232,76745000
4476,3240,57454000
9642,8647,80600000
6884,9850,82804000
3187,5684,80947000
1499,9121,79676000
6857,6929,76385000
5230,4571,69391000
6152,2000,83016000
5930,234,63578000
8185,6361,61032000
4672,2700,68756000
2375,3071,78349000
1347,744,76543000
2827,1591,83140000
1178,7605,72535000
8410,6849,67634000
4340,1212,73066000
5444,8722,61442000
3282,3217,66185000
9685,6579,63520000
3561,1985,87305000
9746,1765,57181000
6426,9172,63610000
8125,107,75876000
2934,345,58549000
5806,5878,57118000
9773,5669,82214000
8211,2211,71687000
7395,475,68981000
9603,6499,85937000
7618,998,75225000
7971,3507,85617000
4648,5056,60521000
6727,1766,76749000
5447,8553,55459000
7784,7135,83572000
3495,5573,85381000
3460,3190,81037000
2309,2961,73404000
4301,5288,66876000
5400,1929,86836000
7989,326,75277000
1453,8664,78964000
8058,8250,67960000
4157,640,69358000
1824,7035,67670000
8171,9690,70763000
8479,1080,80450000
3813,152,90473000
3051,8151,59414000
4235,5867,81560000
2953,6378,99419000
4905,3619,72011000
9057,8766,63895000
4436,6478,85804000
5345,8125,84597000
931,5903,63063000
2011,4926,73279000
7668,4372,62099000
5765,940,79151000
3891,1584,70313000
5210,8678,78275000
7340,2026,73503000
5432,6111,96147000
6946,9768,68062000
4473,1002,73202000
2974,7613,80277000
3209,9882,86408000
1229,6294,67404000
4629,1049,71313000
9079,7552,75774000
3139,1975,66781000
3436,7335,75306000
5340,8349,85962000
3374,653,74993000
3962,6773,59472000
5019,1794,67505000
7993,499,83031000
7844,6071,77430000
6272,2666,60320000
4770,15,90851000
3557,9398,62325000
3865,8325,69984000
7903,9622,78815000
7900,5020,71089000
8709,6958,78862000
6230,5701,70654000
4467,7,61465000
745,3203,84125000
602,3817,63984000
7447,8267,60313000
5072,6454,63278000
8600,7128,88675000
2355,9912,83800000
2276,5501,81092000
3036,7022,68537000
7139,7843,56825000
3846,5994,76727000
1253,2922,73166000
5454,2015,93339000
8017,271,79967000
8025,5702,71315000
8723,3487,83707000
4245,3987,62420000
3717,2229,78744000
3746,3921,80235000
5086,6372,80099000
2815,4334,74026000
1951,8568,62895000
4984,5876,72716000
4712,1104,72349000
2896,7721,72646000
5676,5368,69886000
5464,6122,79664000
1449,1946,68631000
4748,866,67657000
9798,3202,86576000
5975,4739,70547000
5690,4703,77101000
6989,3984,73611000
5062,9921,66361000
3270,7902,81753000
7793,4512,77716000
8145,538,85410000
7246,8498,71751000
1563,4882,73177000
8392,5271,93007000
9287,3540,83379000
8737,4079,64120000
1101,2251,70659000
8301,4014,70482000
9475,5046,64850000
5869,7882,78027000
4410,8799,90854000
4222,9681,67876000
2451,9333,76198000
5049,9319,99005000
6635,3991,73365000
3884,6005,74476000
9063,7827,75097000
2899,7243,67579000
3113,2227,110103000
4309,8305,61398000
6758,9883,81353000
5095,78,57506000
4227,1783,77390000
3812,8962,72387000
8682,7591,66535000
9008,3549,60597000
2922,4745,97528000
1358,7372,75071000
8149,1747,68193000
4318,7599,93860000
5903,9079,65216000
637,7887,81825000
2288,1927,63117000
3583,9609,74702000
5178,6652,64353000
6266,374,79175000
5671,4822,82480000
6401,6110,75949000
9877,4932,75807000
9499,3875,57943000
4543,3411,69714000
2838,3250,93585000
4167,2725,64592000
4262,6990,65877000
3111,7765,81920000
7482,7703,87139000
223,38,73806000
6806,4349,82056000
1789,1140,75754000
985,17,73161000
9912,1967,63446000
8104,2422,62962000
437,995,77978000
6556,5613,64025000
7358,6266,57301000
5272,4385,69637000
1787,6850,72108000
3590,3881,59949000
2921,3524,71593000
9268,4071,74326000
2826,5957,63045000
651,8290,77991000
8961,7622,79243000
9073,2744,87899000
1814,4424,73050000
4084,2111,61666000
4137,5703,66531000
5902,2602,72632000
6917,9367,72483000
7955,4851,84733000
2776,8092,67908000
3584,5522,72704000
3370,48,72905000
7793,4512,77271000
8271,9915,89965000
8113,1226,82274000
2695,5600,77228000
8912,7089,89404000
7290,6322,79971000
3583,9609,73798000
7730,4989,74435000
330,2924,70905000
1379,5361,75411000
4981,3318,66090000
4121,6078,96958000
1768,8999,67537000
8154,2613,76049000
3002,6007,104634000
1154,8074,57673000
5937,7600,80406000
9667,8001,63787000
4686,3935,72357000
1520,5906,70620000
7362,1769,71552000
7704,5007,72436000
3328,4032,66026000
2025,3791,77824000
3733,6660,66539000
6584,8835,78928000
4131,1248,68165000
3404,869,67820000
2748,9323,66386000
2105,4618,74717000
5691,6003,83519000
1453,8664,79806000
5124,6872,87567000
4753,4462,101894000
7010,3998,77868000
964,6408,92443000
161,532,68048000
7201,7556,83338000
2252,6719,68776000
9597,7766,83686000
7732,7611,77319000
2355,9912,86424000
5001,4486,52890000
7598,5346,68740000
5133,7481,79943000
6031,9327,71526000
9920,118,67481000
2308,1033,75246000
1985,5210,83879000
2914,3677,67141000
3032,1116,61634000
701,9581,76385000
2662,9482,60931000
829,9212,65693000
4015,1290,81089000
702,9108,71796000
9811,3531,84014000
4131,1248,71203000
8464,6839,76309000
717,9341,81877000
785,9696,59291000
8909,2699,86119000
6852,8016,69566000
5787,9844,71846000
8598,7434,74854000
6308,9647,80573000
7167,5691,90137000
2334,6881,91134000
5106,3942,61107000
9621,415,93772000
8959,1393,85145000
2446,9241,73447000
5857,7234,83078000
7661,5754,72612000
6249,7820,77752000
8608,7032,68747000
3304,7851,77275000
2546,151,66422000
8410,6849,65491000
9532,7781,75552000
455,7802,65037000
5519,4970,73158000
7451,7539,85406000
3629,5057,71031000
9001,4331,71546000
9045,3546,61555000
8916,8257,73827000
78,3640,92800000
9540,117,77782000
7332,8814,71706000
2400,5383,77636000
3523,9310,68731000
2871,8231,64511000
9539,9265,70147000
1530,9237,49839000
5445,3629,75597000
7818,3769,74860000
5892,6838,73557000
8017,271,83449000
3647,8037,80337000
8052,6015,81246000
5677,4734,88333000
4014,9077,79092000
302,5367,69604000
4076,7341,75439000
2733,6514,100105000
9987,2337,72383000
2029,5638,66727000
7676,4308,89977000
7361,1520,77500000
676,635,77975000
3104,388,83765000
3232,192,63400000
1141,1465,64669000
4910,9159,61909000
7461,2146,67051000
5920,7125,76390000
3286,7477,78611000
6020,5814,59663000
7727,3345,62873000
5185,8054,63833000
5123,652,63675000
8164,275,90682000
8671,9535,84070000
8525,6273,87335000
8417,2932,82268000
8109,4060,79294000
71,9873,59015000
392,8139,68762000
4592,438,64704000
20,616,75922000
6383,7326,57633000
3592,2566,57228000
5555,3513,75811000
6817,7681,58294000
1104,6846,70067000
6570,4150,77380000
8265,6145,86790000
3246,6762,63820000
1325,2084,80568000
1330,6835,80866000
2274,7542,59212000
1229,6294,63556000
8142,4371,91192000
4497,9250,77153000
6650,8463,79231000
8414,6062,73351000
9906,865,82877000
6957,2116,80491000
6002,5828,82654000
8160,8819,78854000
6125,4404,66971000
6449,6175,84163000
2308,1033,80009000
7986,3115,65892000
5332,6067,80587000
3332,2833,57992000
7625,6373,67201000
1686,9174,83660000
4797,1264,79622000
7757,7328,71733000
6430,8006,63454000
1546,1752,81574000
6337,2145,84340000
4553,6117,71845000
4994,3847,87243000
3191,1187,100734000
7277,5304,54500000
7275,8439,54011000
2508,155,84568000
8687,3419,93757000
9209,5050,73559000
3949,8775,84243000
6957,2116,86868000
2575,4944,88845000
2847,699,66894000
4138,144,79236000
132,3042,73646000
4927,3361,68216000
1019,8949,76601000
7783,4549,64330000
7664,3299,58775000
8857,7621,68538000
9355,1916,77623000
4469,5,83427000
6483,4963,69869000
7526,3285,84443000
756,9084,74906000
5005,8134,58605000
4215,7084,63974000
355,8389,81512000
277,9564,62199000
8252,5146,65647000
6639,7154,73106000
8487,7638,59888000
3346,654,66854000
8065,233,85113000
6393,5242,85587000
9932,5946,64686000
5867,1616,69507000
9980,2975,69833000
1273,9498,75826000
7260,7452,69968000
4409,8345,73521000
3863,82,88024000
5965,2303,94398000
8483,1361,74523000
1322,6657,80283000
9488,7927,71010000
2727,6919,95595000
2143,9890,59756000
8105,5650,88111000
367,944,86255000
8251,9694,69256000
4573,2076,55874000
749,8712,72831000
957,4810,68734000
2369,1030,76184000
7089,2122,72422000
7009,3444,76983000
595,8382,78990000
2695,5600,77047000
4974,9136,93004000
9400,7279,76204000
4699,2692,68958000
338,5205,73430000
8393,757,85990000
5917,5917,62696000
6020,5814,54015000
7857,776,87774000
4282,1882,74206000
361,5026,75933000
1155,3884,65914000
541,6827,74597000
6877,5552,70917000
633,5801,63499000
5616,2351,68679000
5802,7733,84197000
3417,3955,77120000
6771,1991,79691000
5495,8807,73904000
9406,5097,79545000
3169,1638,74748000
2020,6484,77142000
3150,1571,64709000
4657,8828,66724000
4038,5396,73458000
6135,8978,77122000
8251,9694,74267000
9237,3761,71343000
3585,8448,88429000
5787,9844,82094000
9868,7933,80145000
5769,310,71263000
7122,5492,83229000
9088,7220,71157000
8275,2286,90328000
8444,7573,87097000
8607,2695,75194000
5222,9037,67634000
7819,8895,79410000
7439,6347,66665000
1314,2713,85574000
7701,5655,72169000
1804,3672,83421000
6995,8277,96870000
3105,2814,75274000
1813,4310,71730000
2617,3814,65567000
3368,5123,68166000
3854,1725,73877000
5285,9182,82459000
4942,672,90461000
740,6754,64315000
9407,2068,68447000
69,2567,72758000
9370,4545,76693000
4214,655,84335000
9069,5504,65703000
9127,8338,58202000
4929,70,84733000
440,2841,82308000
443,5074,85864000
7735,145,73368000
4809,4208,66560000
3077,4832,86637000
9544,9147,92997000
7215,1899,74969000
1420,7240,71257000
4834,1762,63364000
4264,1561,66836000
9171,7757,77933000
5283,5016,73806000
4343,6424,90035000
53,5526,81493000
789,1010,79421000
6811,1966,57106000
8304,941,80292000
980,8513,69785000
5312,9710,60331000
5512,5320,86704000
5761,320,64281000
7598,5346,68136000
6286,4416,73511000
5833,2465,72303000
7181,6640,95101000
3498,7075,61846000
5028,6224,52176000
617,617,83857000
3001,491,59107000
7574,1055,76289000
1597,1524,83545000
6498,581,93400000
1900,7359,81630000
2381,8339,75207000
8310,5615,58181000
9447,1387,71044000
6760,9160,66877000
5579,8278,69907000
1658,5913,80474000
6033,337,63091000
6527,5775,64191000
2400,5383,74058000
6525,1185,57552000
8843,1924,56788000
4125,5607,68361000
5811,489,51677000
4902,8855,75275000
7807,8406,70470000
7833,3341,73673000
8795,6391,86653000
9904,8028,75264000
8156,7166,87209000
9433,3837,96677000
727,9869,63828000
1507,2259,63426000
8264,628,74328000
4642,6169,72315000
3397,260,62571000
7079,9828,70350000
857,6127,64820000
4649,8628,86162000
807,580,71445000
283,2340,66061000
5727,8430,89819000
1206,649,72839000
4136,7822,74164000
8439,8148,92174000
8755,9167,66242000
9781,792,62338000
8002,6474,70953000
4716,1884,68788000
1863,2847,64184000
8526,6425,73758000
2889,7152,77227000
9602,7274,84701000
2935,3832,78496000
4131,1248,73940000
4986,1857,75063000
1886,4341,75232000
7684,705,80458000
2132,4299,51514000
4283,4867,57527000
3711,7712,69041000
9943,25,92240000
9648,2979,73764000
238,9800,51023000
301,9968,53484000
7363,2817,86216000
7382,4730,68043000
5317,7636,62465000
1028,2217,86811000
365,5927,70682000
9407,2068,75436000
2718,9378,69845000
9257,4626,71947000
4993,8361,75028000
6119,4741,82877000
7324,8561,66791000
8860,8392,83285000
8211,2211,65017000
2956,4093,86243000
3509,7096,64669000
3061,9627,76310000
4549,4776,85599000
1124,2509,60767000
1826,5708,77806000
6359,6523,78757000
6740,6369,86569000
6369,9747,69529000
2458,7131,76640000
1563,4882,71800000
3009,1618,68370000
9737,8883,68789000
2061,2576,81686000
3820,6555,91634000
6253,7344,72831000
3313,4673,69337000
7,3594,80376000
4515,2228,87335000
9829,5637,80187000
9500,6602,65393000
2202,9565,57162000
5462,7815,62114000
2767,951,84066000
8884,9299,83423000
2110,8482,55687000
1070,5670,90326000
6902,3606,78194000
2628,7174,68792000
3876,3598,74428000
4742,5594,74206000
158,643,64327000
696,3022,62343000
6536,5197,70842000
7441,7999,63500000
936,1920,84616000
2631,5618,79791000
2286,7208,80731000
1319,6388,71947000
6921,3706,82823000
8224,2787,63618000
6240,4764,81520000
6310,2335,85261000
7493,3061,77731000
661,1622,70329000
6668,6935,82187000
5172,3781,61999000
493,9300,82366000
2562,3699,83054000
813,7816,74792000
6684,3593,95561000
2451,9333,81705000
638,5663,69989000
4014,9077,71640000
4604,1621,80273000
5103,262,78950000
6586,3418,63788000
7104,7944,78446000
2134,9215,70940000
8771,1127,67798000
5478,6033,77538000
7979,7906,74926000
9656,7078,72577000
5589,6249,70866000
3873,1838,74411000
1769,4161,81900000
2118,1665,63717000
8247,2976,74657000
7864,7571,70752000
6098,1997,89275000
6574,6036,55005000
4918,4812,80308000
2312,9522,53414000
9645,3171,61872000
1715,875,72302000
4280,7267,81768000
6083,4410,81048000
6781,683,89270000
1286,8585,84679000
4347,555,69848000
8522,446,64705000
6212,9594,69613000
846,176,69988000
1920,9763,88213000
4855,8834,88107000
9585,3174,63185000
3474,5502,70163000
9808,2845,82514000
4966,4605,79194000
3599,9289,88388000
9787,2933,82308000
9391,2204,68950000
4011,8362,68217000
3918,4976,68566000
5177,4498,78340000
5044,1455,72551000
9828,386,70789000
210,9199,63034000
4170,1066,74523000
4385,131,82917000
1035,2414,66289000
890,8939,66181000
7628,6367,86723000
6606,8319,76527000
2833,9249,75288000
6965,8975,87318000
3187,5684,77221000
4807,7202,84830000
9306,5923,65698000
366,7782,56589000
3816,1796,79160000
7000,3573,64166000
6637,2970,94094000
3122,221,72201000
4968,3615,78210000
4906,7409,62112000
8719,6952,81561000
914,6171,89156000
1068,9895,92948000
6688,9693,92094000
3469,980,95969000
325,7101,83473000
1352,4953,56582000
4757,2222,76881000
8654,7980,73533000
902,5082,66311000
4824,1919,72395000
2484,1232,72202000
4228,5710,60363000
7659,1464,67901000
135,6916,76059000
1751,8446,75507000
2149,1569,65803000
4744,2041,76624000
2622,4991,77628000
4992,4919,72114000
2082,6665,78758000
6561,3166,64464000
3613,8881,82340000
7613,5496,63591000
91,6699,64700000
7133,1677,72046000
41,7432,59437000
1293,5928,94863000
8036,8907,72593000
9948,3322,75837000
5745,657,65677000
4121,6078,109000000
2251,9443,68149000
3842,2396,99918000
6317,6394,76295000
8809,4823,75919000
3997,7212,76040000
4023,7294,73563000
6005,7958,67266000
9859,6949,67108000
9166,9578,70702000
9253,9438,75826000
9676,431,73869000
5211,4735,70955000
4807,7202,88386000
5057,3338,73716000
5466,8847,70271000
546,3941,63664000
9829,5637,83305000
354,4927,65440000
7862,1656,76220000
314,766,87435000
9467,4157,82001000
9121,1499,85665000
4348,5223,70837000
6842,7594,61729000
5712,356,76999000
6189,4804,77810000
2994,7817,79698000
4677,2063,79884000
768,7772,92081000
6116,5342,68506000
1790,1943,72889000
4901,4249,56687000
1201,4615,70267000
9933,8841,64761000
5599,5996,89087000
6570,4150,80107000
7652,1617,64060000
317,3319,68711000
7705,2783,87937000
9172,4680,85324000
4418,5138,87892000
7567,7082,68931000
9531,437,79897000
9931,4712,94055000
1254,5912,72324000
5518,8989,91346000
2618,8729,67104000
3168,241,66337000
7214,3431,62909000
6714,4488,76194000
3572,2216,70721000
1532,1227,68317000
3872,5250,71338000
3320,2791,61541000
280,2005,75432000
7950,2531,68878000
9644,9469,76576000
951,2379,63291000
8710,4137,69825000
1411,385,82953000
3859,1623,64340000
8974,421,59477000
3618,2172,51157000
2147,3920,88406000
9417,3577,83539000
14,6053,79985000
996,2155,60845000
1734,4082,62913000
3042,3527,60278000
7534,2608,84064000
7646,1246,70595000
952,6763,76422000
2362,5161,68511000
5959,5014,72531000
7113,496,71775000
8192,6308,83404000
2682,5800,82348000
1730,7582,78867000
634,3908,76328000
4087,1495,57225000
6934,6951,60968000
5101,1733,61140000
5272,4385,69820000
7005,8756,86776000
4965,1482,79149000
7806,8167,69696000
5518,8989,92988000
1223,2978,90225000
4284,1439,58466000
4039,8210,61836000
3042,3527,57187000
5941,8396,56996000
8801,561,80177000
985,17,74286000
2088,369,83801000
8286,6947,60408000
6375,9876,60885000
8152,9303,62448000
9584,148,83048000
7592,6520,91689000
8785,9342,72362000
1471,7162,67926000
5740,6223,79557000
7362,1769,75187000
9061,13,78689000
5545,3670,52131000
4577,7399,97504000
1967,9621,67502000
2531,2809,74262000
8643,8998,84411000
8606,3765,88688000
965,3097,70838000
6477,313,63950000
3882,6371,71999000
7257,2107,73820000
3775,4377,90182000
2536,8769,96892000
6928,4910,79338000
7827,9063,63249000
503,2064,85201000
8318,6833,83895000
8376,9526,73321000
8818,5145,68837000
6693,9118,57630000
4329,7918,60188000
9518,8140,69406000
659,2488,71689000
7280,5924,65530000
1448,6882,81972000
1807,1807,51136000
7565,7565,80600000
7561,6492,60444000
1489,4579,84176000
1856,4890,66950000
2378,4495,61928000
668,2199,76539000
2627,5129,79056000
657,604,77254000
859,7333,85874000
1711,9471,100245000
6148,2869,85530000
1332,2792,74513000
5148,878,64662000
7776,1051,79297000
6517,4489,62365000
2114,6368,81237000
5297,1620,56421000
9390,8587,62544000
4027,4883,77767000
9628,8876,73401000
3459,5382,56491000
7377,1559,74049000
1965,7130,77308000
1664,2054,82038000
565,4156,81981000
4528,3882,63508000
7478,190,85646000
7175,9559,59286000
3208,6213,64495000
2344,4155,81304000
118,1578,78538000
3840,2218,70586000
8541,492,56226000
5338,9744,87342000
5878,4933,49884000
8263,1094,62455000
7522,3489,58597000
6728,4788,61643000
981,7501,88087000
7235,3673,68247000
6898,8665,74061000
2437,186,72016000
1431,9258,80438000
4763,171,79107000
4408,3565,68454000
8267,172,82116000
5827,7959,66709000
8062,6240,58474000
1734,4082,65440000
2813,4753,80124000
6422,9734,73386000
806,1607,76997000
6298,2711,73926000
5180,5737,73142000
6435,7228,83294000
1596,9703,68364000
7416,5047,90100000
4507,3949,89275000
8365,6974,70366000
3933,2325,98437000
4532,9682,94492000
3065,859,66883000
6422,9734,64311000
2522,9409,94453000
6998,7023,83163000
3543,7741,61414000
6345,2147,66428000
7257,2107,72052000
1779,6549,72015000
2508,155,81609000
1320,456,76985000
9048,212,54092000
1534,4726,80698000
3728,6178,81370000
3143,7483,71551000
4198,8069,63850000
6035,2160,79294000
7111,2092,66677000
1362,476,65780000
4146,8681,70665000
9794,1508,78969000
2543,2354,71088000
4466,1155,86044000
6995,8277,89621000
6998,7023,82983000
680,1941,71065000
2315,5683,61965000
6199,780,73715000
5795,4704,68740000
2231,6984,65441000
5371,5080,80724000
8435,5344,65230000
9133,8747,78956000
1842,8244,64194000
5231,7755,68397000
5218,3070,71012000
1394,1879,83800000
7439,6347,64493000
1804,3672,82044000
1976,7990,63567000
8677,7278,67177000
4181,2984,54940000
588,1061,52230000
7076,6977,86857000
2840,6517,85643000
5278,789,70904000
2385,1539,64125000
4819,6210,71063000
8166,6235,71742000
8378,3625,87637000
8033,2883,79192000
7340,2026,80764000
6338,8780,73660000
1177,7800,65578000
7417,7829,86795000
3114,4439,75930000
2857,1167,77863000
1389,2714,86714000
1544,8548,94507000
3373,5842,80880000
9028,5922,96921000
7866,8144,69276000
9967,2565,65650000
2213,3950,68874000
9880,6363,62032000
8272,5062,72623000
3484,2534,66628000
1732,6945,63178000
936,1920,88112000
8128,7144,88723000
6447,1233,66419000
7980,5065,63320000
1088,5167,65449000
8136,5149,88678000
6559,9838,101921000
5957,5833,77251000
7518,7106,64804000
606,7523,79744000
623,5298,69359000
3878,3038,78550000
9004,1828,82853000
3457,5785,63089000
3929,3226,56274000
5781,7940,70763000
2315,5683,60517000
9028,5922,98807000
624,8118,68648000
2774,1247,60989000
1693,6987,84012000
3933,2325,91530000
8302,5031,77360000
6100,8407,61045000
6255,5399,77609000
9701,5724,67411000
1558,4747,59958000
6105,9124,89933000
9508,5886,83665000
2708,9033,82058000
5979,2002,82404000
4143,1403,59496000
9125,6795,82320000
7022,9826,77211000
6340,6340,80775000
7787,3898,80760000
7161,5029,68256000
9564,8619,95877000
7959,7476,71753000
5253,1957,81522000
7087,3195,72676000
8698,4063,77545000
180,6460,89459000
4770,15,88160000
7781,9532,84401000
9062,157,88303000
9951,3188,75173000
3647,8037,79515000
1927,7138,74661000
5865,7538,78159000
6814,1024,62316000
941,3066,68177000
858,1244,80543000
4044,4601,75348000
1022,5848,78081000
3466,8806,72260000
1130,4442,64805000
8435,5344,61147000
9411,2685,77363000
5249,4397,79855000
1841,4008,81836000
4968,3615,90638000
8797,5668,81724000
3206,3305,76252000
2312,9522,53150000
4847,1217,61001000
9019,6918,66851000
9874,5689,65583000
6363,7455,78445000
4863,4502,69834000
4137,5703,55400000
3818,4109,66139000
7613,5496,65425000
7496,4674,77056000
5883,6382,76306000
5164,6877,80600000
5935,8563,85106000
4648,5056,61773000
8968,6890,91626000
240,1862,81916000
9132,2658,75700000
1783,2384,72413000
2245,9642,71762000
2571,5942,50641000
8309,9262,87450000
3075,8207,74200000
1060,7076,65779000
4872,851,81732000
6311,8918,68371000
5593,7031,66824000
2549,2443,65406000
8213,4257,73059000
8738,7069,62326000
501,5998,88128000
1184,8570,75963000
7110,5858,76800000
7567,7082,73868000
6832,2686,57606000
7801,7141,73522000
9841,7472,63590000
3229,52,62735000
8606,3765,92790000
740,6754,58499000
8227,9673,62486000
5922,3111,84137000
7345,4444,93368000
2287,4984,84963000
592,74,73666000
6165,5941,70811000
3485,5524,70650000
3655,6113,84970000
8029,9431,66217000
3272,8127,80919000
7746,349,62223000
9570,3539,77209000
3088,2732,81123000
7383,4688,76078000
3818,4109,64244000
4946,2521,115718000
3505,2562,95187000
5750,2637,61344000
273,8703,74029000
3723,2093,68926000
4717,3359,69251000
7039,3522,69880000
9312,4947,78709000
7518,7106,67703000
7541,1309,81080000
9196,6647,76943000
3096,8839,59836000
5405,9391,62727000
8817,5649,73182000
8166,6235,63172000
7510,2097,81124000
6360,2649,76649000
3672,8497,69751000
4489,3219,67916000
3674,3597,80971000
7064,7648,67027000
4312,4659,74696000
9040,7612,69331000
5678,8661,70625000
8147,969,64707000
3422,5935,78228000
1226,8404,69433000
8284,693,67844000
4477,696,78436000
1272,3039,91597000
7950,2531,70565000
3992,9717,59045000
5184,2789,54199000
1987,3265,56796000
8,7748,71157000
4524,9762,84841000
269,5454,68319000
554,2664,59841000
389,2717,90777000
5129,784,93589000
8669,3334,66052000
3199,7500,96185000
524,5834,68792000
5990,9161,79932000
8229,3799,66048000
745,3203,80909000
1453,8664,75862000
6475,8676,59714000
5786,659,62662000
8388,601,68325000
5377,5499,75935000
4920,3183,78293000
4115,6753,64402000
2263,3309,61971000
2839,3416,77536000
2153,4799,79847000
1995,2067,80236000
5022,1477,70869000
1170,6202,66932000
2748,9323,61641000
8693,8771,74880000
2002,9665,57278000
6225,7193,58140000
441,5720,71775000
6787,2769,65415000
1832,2296,91602000
1793,9376,77180000
3770,9563,82493000
67,4892,83575000
2744,7909,76708000
4520,9686,70207000
1473,27,69949000
361,5026,74961000
5502,6772,70640000
6971,3452,86384000
1212,4728,79081000
7885,8297,81799000
4196,5287,90192000
423,2072,96079000
5581,1192,74261000
9766,9314,78828000
2541,919,96078000
5230,4571,67525000
8658,7809,69469000
3646,7844,80625000
5115,1628,88249000
9639,3528,99493000
